cve_ent,cve_mun,nom_mun,viv_tot,viv_rem,viv_emig,viv_circ,viv_ret,iim_dp2,gim_dp2,pos_nal
14,14112,Valle de Juárez,1886,23.64793213,3.65853659,0.90570059,2.70413574,60.08385,Alto,240.0
14,14113,San Gabriel,4153,14.30297173,1.17986997,0.33759344,0.74644835,62.87947,Medio,804.0
14,14114,Villa Corona,5093,13.57830615,1.86530532,2.40773633,1.80782079,59.82613,Alto,210.0
14,14115,Villa Guerrero,1674,20.90800478,2.62843489,0.66185319,2.15053763,61.05211,Alto,404.0
14,14116,Villa Hidalgo,5624,16.44736842,5.20981508,1.73059768,3.05995374,59.46041,Alto,182.0
14,14117,Cañadas de Obregón,1393,21.03374013,4.52261307,0.07204611,3.37401292,61.14661,Alto,419.0
14,14118,Yahualica de González Gallo,6872,24.03958091,2.86670547,0.64365126,2.19732247,60.66115,Alto,326.0
14,14119,Zacoalco de Torres,7736,18.49793175,1.53826267,0.19432569,1.86142709,62.21383,Medio,627.0
14,14120,Zapopan,410293,4.138894861,0.56715567,0.37231301,0.71658501,64.11882,Bajo,1392.0
14,14121,Zapotiltic,8854,11.27174159,1.70544387,0.56753689,1.66026655,62.58178,Medio,708.0
14,14122,Zapotitlán de Vadillo,1984,16.28024194,2.36895161,0.50403226,1.81451613,61.93082,Medio,564.0
14,14123,Zapotlán del Rey,5190,19.01272657,3.56454721,0.77369439,2.10019268,60.97502,Alto,386.0
14,14124,Zapotlanejo,17890,10.46446558,2.93460034,1.06597846,1.64951912,61.80894,Medio,539.0
14,14125,San Ignacio Cerro Gordo,4831,6.127095839,1.71807079,0.91324201,1.01428276,62.89621,Medio,812.0
15,15001,Acambay de Ruíz Castañeda,17997,7.538358906,2.39484359,0.37330065,1.63916208,63.15377,Medio,901.0
15,15002,Acolman,44936,1.82729805,0.22921488,0.07788855,0.17803098,64.98024,Muy bajo,2128.0
15,15003,Aculco,13196,3.031221582,0.48499545,0.11386063,0.44710518,64.67538,Muy bajo,1814.0
15,15004,Almoloya de Alquisiras,4159,15.8756926,5.7465737,1.01498308,3.0776629,60.37001,Alto,280.0
15,15005,Almoloya de Juárez,41069,0.84498125,0.54542356,0.0,0.17044486,65.14319,Muy bajo,2283.0
15,15006,Almoloya del Río,2880,5.347222222,1.77083333,0.48763497,0.79861111,63.59668,Bajo,1094.0
15,15007,Amanalco,6275,2.087649402,0.36653386,0.15956598,0.58964143,64.70494,Muy bajo,1845.0
15,15008,Amatepec,6736,18.80938242,3.71140143,0.17857143,1.78147268,61.8444,Medio,547.0
15,15009,Amecameca,13627,1.56307331,0.14676745,0.02939015,0.22748954,65.07506,Muy bajo,2214.0
15,15010,Apaxco,8256,1.477713178,0.3997093,0.07283321,0.16957364,64.99996,Muy bajo,2150.0
15,15011,Atenco,18390,1.387377584,0.37520392,0.0,0.55492084,65.00367,Muy bajo,2157.0
15,15012,Atizapán,2723,2.759381898,0.29379361,0.25744759,0.25754231,64.60339,Muy bajo,1759.0
15,15013,Atizapán de Zaragoza,148498,1.673419417,0.37980309,0.07075901,0.27033603,64.95568,Muy bajo,2099.0
15,15014,Atlacomulco,28057,2.770053476,0.32077556,0.3745452,0.49910873,64.37648,Bajo,1587.0
15,15015,Atlautla,7423,3.637343392,0.59275226,0.24248956,0.28290449,64.46315,Muy bajo,1658.0
15,15016,Axapusco,7504,1.559792028,0.11993603,0.17358793,0.03997868,64.9423,Muy bajo,2087.0
15,15017,Ayapango,2567,1.51928321,0.1947799,0.11686794,0.23373588,64.95495,Muy bajo,2096.0
15,15018,Calimaya,16558,1.111245319,0.29592946,0.20567419,0.26573258,64.8587,Muy bajo,1991.0
15,15019,Capulhuac,8331,0.756211739,0.0600168,0.08410429,0.03601008,65.16408,Muy bajo,2304.0
15,15020,Coacalco de Berriozábal,89127,1.960608069,0.21093496,0.13035026,0.15383406,64.90572,Muy bajo,2046.0
15,15021,Coatepec Harinas,9664,13.16552724,3.32160596,0.48780488,1.73931049,62.16672,Medio,615.0
15,15022,Cocotitlán,3861,1.320901321,0.0,0.07770008,0.07770008,65.10631,Muy bajo,2245.0
15,15023,Coyotepec,9535,0.6299874,0.12585212,0.05248793,0.07349853,65.19842,Muy bajo,2335.0
15,15024,Cuautitlán,52327,1.880601025,0.20257229,0.12638594,0.3382575,64.8705,Muy bajo,2004.0
15,15025,Chalco,105287,1.994391969,0.30393116,0.04275128,0.25866824,64.97194,Muy bajo,2117.0
15,15026,Chapa de Mota,7907,2.010876439,0.44264576,0.38037277,0.45529278,64.44727,Muy bajo,1645.0
15,15027,Chapultepec,3416,1.141686183,0.26346604,0.08789921,0.08782201,65.06509,Muy bajo,2207.0
15,15028,Chiautla,7516,0.878126663,0.25279404,0.17344897,0.09313465,64.98325,Muy bajo,2131.0
15,15029,Chicoloapan,52165,2.471897114,0.14952554,0.0634091,0.39759522,64.87802,Muy bajo,2012.0
15,15030,Chiconcuac,6137,0.945087176,0.16294606,0.16313214,0.09776764,65.00339,Muy bajo,2156.0
15,15031,Chimalhuacán,181337,1.928070272,0.29337642,0.06240887,0.21140365,64.96864,Muy bajo,2112.0
15,15032,Donato Guerra,8803,1.764772857,0.44303078,0.0682361,0.28399409,64.93374,Muy bajo,2076.0
15,15033,Ecatepec de Morelos,442326,1.804684645,0.22630368,0.13875214,0.18980022,64.9,Muy bajo,2036.0
15,15034,Ecatzingo,2678,5.339805825,0.78416729,0.0,0.52277819,64.48653,Muy bajo,1676.0
15,15035,Huehuetoca,46169,1.761541132,0.08447226,0.02599147,0.02817268,65.12269,Muy bajo,2264.0
15,15036,Hueypoxtla,11288,1.718639263,0.29234585,0.18612071,0.12409147,64.85434,Muy bajo,1989.0
15,15037,Huixquilucan,74492,1.290795946,0.09665467,0.15044664,0.07401227,64.99833,Muy bajo,2148.0
15,15038,Isidro Fabela,2984,1.643192488,0.23458445,0.0,0.10053619,65.12447,Muy bajo,2267.0
15,15039,Ixtapaluca,144223,2.401933807,0.24683996,0.1110872,0.27502101,64.84044,Muy bajo,1969.0
15,15040,Ixtapan de la Sal,10129,5.386440008,1.59936815,0.43624826,0.4446201,63.78756,Bajo,1194.0
15,15041,Ixtapan del Oro,1594,1.442910916,0.31367629,0.0,0.12547051,65.12693,Muy bajo,2271.0
15,15042,Ixtlahuaca,37713,1.363467558,0.25720574,0.04509643,0.13024987,65.0852,Muy bajo,2221.0
15,15043,Xalatlaco,6787,0.810372771,0.0884043,0.0,0.25047886,65.20416,Muy bajo,2342.0
15,15044,Jaltenco,7569,1.611837759,0.46241247,0.0,0.06605892,65.09817,Muy bajo,2234.0
15,15045,Jilotepec,24097,2.632890365,0.38179026,0.10803623,0.43158899,64.7511,Muy bajo,1877.0
15,15046,Jilotzingo,5141,0.642648491,0.15561175,0.0,0.17513135,65.23272,Muy bajo,2372.0
15,15047,Jiquipilco,18701,1.10689268,0.27806,0.04288395,0.28875461,65.07013,Muy bajo,2213.0
15,15048,Jocotitlán,17398,3.007302628,0.60351765,0.14369468,0.78169905,64.52564,Muy bajo,1707.0
15,15049,Joquicingo,3566,5.400843882,1.79472799,0.78851028,1.68255749,62.94554,Medio,835.0
15,15050,Juchitepec,6630,0.995925758,0.16591252,0.19658249,0.18099548,64.92995,Muy bajo,2072.0
15,15051,Lerma,45189,1.03496628,0.29653234,0.31019431,0.06666963,64.78501,Muy bajo,1910.0
15,15052,Malinalco,7564,8.888888889,2.8952935,0.26521681,1.66666667,63.04614,Medio,860.0
15,15053,Melchor Ocampo,15689,2.175438596,0.27407738,0.09574264,0.17229277,64.91046,Muy bajo,2052.0
15,15054,Metepec,67813,1.30948862,0.11944612,0.09591689,0.20514183,65.02765,Muy bajo,2174.0
15,15055,Mexicaltzingo,3339,1.796945193,0.20964361,0.17969452,0.20964361,64.8444,Muy bajo,1975.0
15,15056,Morelos,8336,2.977190876,1.1756238,0.0,0.38387716,64.72931,Muy bajo,1863.0
15,15057,Naucalpan de Juárez,229657,1.517915848,0.46155789,0.03141443,0.13977366,65.04737,Muy bajo,2187.0
15,15058,Nezahualcóyotl,294938,2.563779806,0.50180038,0.1174741,0.3001392,64.76227,Muy bajo,1888.0
15,15059,Nextlalpan,15284,1.775147929,0.26825438,0.05894296,0.16369827,65.00838,Muy bajo,2162.0
15,15060,Nicolás Romero,116174,1.690796277,0.58877201,0.19487799,0.23186057,64.76482,Muy bajo,1896.0
15,15061,Nopaltepec,2966,1.584625759,0.20229265,0.26990553,0.16857721,64.7628,Muy bajo,1890.0
15,15062,Ocoyoacac,18362,0.767890208,0.31586973,0.04358723,0.46853718,65.05188,Muy bajo,2191.0
15,15063,Ocuilan,8930,5.083986562,1.67973124,0.3923327,0.82866741,63.75985,Bajo,1178.0
15,15064,El Oro,9152,2.862762238,0.78671329,0.32819166,0.4916958,64.34814,Bajo,1563.0
15,15065,Otumba,9075,2.293527401,0.61707989,0.25372311,0.0661157,64.65899,Muy bajo,1802.0
15,15066,Otzoloapan,1272,8.490566038,3.53773585,0.1572327,0.1572327,63.54105,Bajo,1067.0
15,15067,Otzolotepec,20194,0.772506685,0.04951966,0.039655,0.0,65.23248,Muy bajo,2371.0
15,15068,Ozumba,7000,3.644419037,1.04285714,0.32922989,0.5,64.21007,Bajo,1457.0
15,15069,Papalotla,1232,1.542207792,0.16233766,0.16299919,0.16233766,64.91701,Muy bajo,2060.0
15,15070,La Paz,76695,2.847077244,0.41071778,0.20112316,0.27516954,64.64227,Muy bajo,1790.0
15,15071,Polotitlán,4017,2.14090117,0.67214339,0.248942,0.39830719,64.58128,Muy bajo,1747.0
15,15072,Rayón,3674,1.633097441,0.38105607,0.10905125,0.3540305,64.88653,Muy bajo,2019.0
15,15073,San Antonio la Isla,8098,1.828514949,0.17288219,0.0,0.25945145,65.06978,Muy bajo,2212.0
15,15074,San Felipe del Progreso,32295,2.470970739,0.93512928,0.10527946,0.90416473,64.54658,Muy bajo,1721.0
15,15075,San Martín de las Pirámides,7771,0.979381443,0.28310385,0.0,0.23216819,65.15605,Muy bajo,2291.0
15,15076,San Mateo Atenco,22321,1.151382107,0.23296447,0.21973094,0.416648,64.80467,Muy bajo,1937.0
15,15077,San Simón de Guerrero,1725,6.086956522,1.33333333,0.28985507,0.69565217,63.87604,Bajo,1241.0
15,15078,Santo Tomás,2671,2.658180457,0.86110071,0.0,0.9734182,64.65719,Muy bajo,1801.0
15,15079,Soyaniquilpan de Juárez,3951,4.530498608,0.65806125,0.0,0.50620096,64.60617,Muy bajo,1762.0
15,15080,Sultepec,6256,11.73273657,4.42774936,0.70512821,1.18286445,62.00834,Medio,571.0
15,15081,Tecámac,157242,1.326969035,0.19905623,0.05088767,0.15156919,65.08594,Muy bajo,2222.0
15,15082,Tejupilco,18911,19.45957379,5.77970493,0.51956314,1.53878695,61.02979,Alto,399.0
15,15083,Temamatla,3705,0.891650905,0.0,0.0,0.05398111,65.26456,Muy bajo,2398.0
15,15084,Temascalapa,11570,1.445261791,0.20743302,0.0,0.33728271,65.08637,Muy bajo,2224.0
15,15085,Temascalcingo,17076,4.919090056,1.44647458,0.11145002,0.72115385,64.21864,Bajo,1468.0
15,15086,Temascaltepec,8956,5.32603841,2.188477,0.26842635,0.80393033,63.81374,Bajo,1207.0
15,15087,Temoaya,24443,1.137898571,0.2577425,0.12682568,0.12688797,65.00447,Muy bajo,2158.0
15,15088,Tenancingo,24930,2.519691368,0.61371841,0.33797377,0.67453626,64.35408,Bajo,1569.0
15,15089,Tenango del Aire,2884,1.110725443,0.31206657,0.13874436,0.10405827,64.98883,Muy bajo,2137.0
15,15090,Tenango del Valle,20678,2.640998355,0.51745817,0.18401937,0.15478379,64.70338,Muy bajo,1843.0
15,15091,Teoloyucan,16098,1.618122977,0.21120636,0.0373413,0.0373413,65.09978,Muy bajo,2237.0
15,15092,Teotihuacán,15466,1.442338788,0.21337127,0.12939121,0.09705597,64.98198,Muy bajo,2130.0
15,15093,Tepetlaoxtoc,8446,1.70575693,0.30783803,0.20137408,0.23679848,64.80184,Muy bajo,1932.0
15,15094,Tepetlixpa,5067,3.512926781,0.57233077,0.07912957,0.13814881,64.73608,Muy bajo,1870.0
15,15095,Tepotzotlán,27108,2.833604256,0.38733953,0.13304753,0.39508179,64.70422,Muy bajo,1844.0
15,15096,Tequixquiac,10536,1.737231821,0.42710706,0.03801197,0.12340991,65.02393,Muy bajo,2172.0
15,15097,Texcaltitlán,4724,7.223045965,2.15918713,0.21217908,1.14309907,63.58037,Bajo,1087.0
15,15098,Texcalyacac,1497,0.936454849,0.26720107,0.46885466,0.2006689,64.55553,Muy bajo,1730.0
15,15099,Texcoco,69828,1.816591632,0.36088675,0.11606913,0.37377556,64.85418,Muy bajo,1988.0
15,15100,Tezoyuca,11964,2.315047811,0.37612839,0.01671961,0.20063535,64.97284,Muy bajo,2118.0
15,15101,Tianguistenco,19565,2.854365952,0.53667263,0.32259716,0.49601145,64.39858,Muy bajo,1605.0
15,15102,Timilpan,4482,2.476572959,0.62472111,0.17869109,0.5577867,64.59908,Muy bajo,1757.0
15,15103,Tlalmanalco,13031,1.151366288,0.39904842,0.03074794,0.32998235,65.04859,Muy bajo,2188.0
15,15104,Tlalnepantla de Baz,192217,1.720123619,0.20341593,0.02497801,0.09942635,65.08845,Muy bajo,2227.0
15,15105,Tlatlaya,8616,31.10492108,5.10677809,0.40692943,2.50696379,59.68507,Alto,197.0
15,15106,Toluca,230969,1.414101067,0.53513675,0.08751673,0.31311578,64.92473,Muy bajo,2068.0
15,15107,Tonatico,3772,11.35881104,2.51855779,0.61153948,1.69761273,62.36265,Medio,655.0
15,15108,Tultepec,42740,1.591742688,0.17080019,0.18034054,0.32295811,64.84252,Muy bajo,1971.0
15,15109,Tultitlán,141668,1.836357011,0.26893865,0.10028249,0.17837425,64.94275,Muy bajo,2088.0
15,15110,Valle de Bravo,16133,1.688894429,0.57025972,0.0620232,0.36571004,64.90597,Muy bajo,2047.0
15,15111,Villa de Allende,12185,1.84729064,0.56627,0.05749487,0.10668855,64.96615,Muy bajo,2108.0
15,15112,Villa del Carbón,13059,1.431962631,0.55900145,0.10736196,0.2680144,64.90493,Muy bajo,2042.0
15,15113,Villa Guerrero,16907,7.401920114,4.2467617,0.59283851,0.66836222,62.8288,Medio,785.0
15,15114,Villa Victoria,24311,1.684766899,0.71161203,0.20985927,0.38700646,64.68153,Muy bajo,1822.0
15,15115,Xonacatlán,13109,1.006941796,0.19070867,0.04578755,0.19833702,65.118,Muy bajo,2256.0
15,15116,Zacazonapan,1382,6.801736614,2.3878437,0.14503263,0.723589,63.79388,Bajo,1198.0
15,15117,Zacualpan,3546,11.53412296,2.56627186,0.93405038,1.29723632,62.02075,Medio,577.0
15,15118,Zinacantepec,48782,1.103137174,0.34233939,0.02461993,0.45918577,65.03623,Muy bajo,2181.0
15,15119,Zumpahuacán,4461,10.6926698,3.40730778,0.24691358,1.43465591,62.83807,Medio,787.0
15,15120,Zumpango,74178,2.275377648,0.24670387,0.07561028,0.28874437,64.89792,Muy bajo,2032.0
15,15121,Cuautitlán Izcalli,160693,1.878924831,0.33355529,0.07666131,0.39228872,64.89846,Muy bajo,2034.0
15,15122,Valle de Chalco Solidaridad,100290,3.177010577,0.58729684,0.0039919,0.25659202,64.83823,Muy bajo,1964.0
15,15123,Luvianos,7392,26.81375203,8.41450216,0.91044979,2.9913373,58.80956,Muy alto,122.0
15,15124,San José del Rincón,22948,1.751786648,0.41397943,0.08722959,0.39654872,64.88409,Muy bajo,2016.0
15,15125,Tonanitla,3790,1.961304002,0.18469657,0.0,0.29023747,65.04391,Muy bajo,2183.0
16,16001,Acuitzio,2925,12.1025641,1.26495726,0.34352456,2.22222222,62.70145,Medio,744.0
16,16002,Aguililla,4284,18.68806041,3.43137255,0.163781,0.54117647,62.27,Medio,636.0
16,16003,Álvaro Obregón,5611,22.11504109,4.0634468,2.25483178,2.94748124,58.34758,Muy alto,89.0
16,16004,Angamacutiro,4054,26.0976813,5.08140109,2.60352095,1.89935866,57.54415,Muy alto,52.0
16,16005,Angangueo,2732,3.843338214,0.73206442,0.2567865,0.76866764,64.26188,Bajo,1495.0
16,16006,Apatzingán,34575,12.7698468,1.57049892,0.254969,1.07060185,63.00729,Medio,849.0
16,16007,Aporo,885,12.42937853,3.38983051,1.58730159,1.3559322,60.89914,Alto,369.0
16,16008,Aquila,5893,12.13675214,2.39266927,0.44172613,1.54840905,62.55965,Medio,704.0
16,16009,Ario,9326,6.891369687,0.6969762,0.08586455,1.01865752,64.07255,Bajo,1362.0
16,16010,Arteaga,5802,19.5577056,4.48121337,0.53614666,1.93203381,61.11263,Alto,411.0
16,16011,Briseñas,3126,16.18682022,2.1753039,0.19274012,1.24760077,62.54182,Medio,696.0
16,16012,Buenavista,12685,17.92564528,2.53843122,0.29212064,2.31916068,61.85097,Medio,549.0
16,16013,Carácuaro,2470,22.67206478,2.10526316,0.16233766,2.14574899,61.59817,Medio,498.0
16,16014,Coahuayana,4742,13.09574019,1.15984817,0.61284869,1.13876002,62.55109,Medio,700.0
16,16015,Coalcomán de Vázquez Pallares,5616,18.48528356,1.94088319,0.41042113,2.19368646,61.76913,Medio,533.0
16,16016,Coeneo,5918,30.61845218,3.71747212,2.17170003,4.71443055,57.04796,Muy alto,43.0
16,16017,Contepec,9218,13.7882404,5.45671512,0.70945208,2.27815144,61.28419,Alto,445.0
16,16018,Copándaro,2407,19.0178943,2.82509348,2.20557636,4.78170478,58.47539,Muy alto,99.0
16,16019,Cotija,5750,28.08910546,4.99130435,1.55431366,3.56769927,58.24873,Muy alto,84.0
16,16020,Cuitzeo,7349,14.73669887,2.14995237,0.42257361,2.08191591,62.17963,Medio,617.0
16,16021,Charapan,3590,11.44846797,1.44846797,0.47472773,1.25348189,62.84077,Medio,788.0
16,16022,Charo,5542,13.74321881,4.36665464,1.66666667,3.29113924,59.93798,Alto,227.0
16,16023,Chavinda,3079,31.11183355,4.67684313,3.7593985,3.05293927,55.19614,Muy alto,16.0
16,16024,Cherán,4748,12.12568536,3.22240944,0.8660752,2.52897787,61.58712,Medio,493.0
16,16025,Chilchota,9977,7.677658615,1.36313521,0.51256281,0.77177508,63.37353,Bajo,985.0
16,16026,Chinicuila,1338,19.2077728,1.86846039,0.97451274,2.91479821,60.7564,Alto,343.0
16,16027,Chucándiro,1484,35.76248313,3.43665768,1.21703854,2.62803235,58.33843,Muy alto,87.0
16,16028,Churintzio,1701,24.33706541,5.23221634,2.89256198,3.8869258,56.78975,Muy alto,40.0
16,16029,Churumuco,3218,30.12461059,9.69546302,0.50046919,1.08864697,59.27301,Alto,156.0
16,16030,Ecuandureo,3593,24.26941275,2.81102143,1.11731844,4.50876705,59.3806,Alto,172.0
16,16031,Epitacio Huerta,4588,12.33653008,6.51700087,5.22404372,1.59110724,55.51758,Muy alto,20.0
16,16032,Erongarícuaro,3927,18.94576012,2.95390884,0.15278839,1.57881334,62.04999,Medio,586.0
16,16033,Gabriel Zamora,6075,11.34156379,1.58024691,0.42798354,1.08641975,62.93805,Medio,831.0
16,16034,Hidalgo,30939,12.5020201,3.16429102,0.57812855,1.27347361,62.28061,Medio,638.0
16,16035,La Huacana,8179,21.37694475,4.51155398,0.62738344,2.60614218,60.59102,Alto,312.0
16,16036,Huandacareo,3381,18.85561814,1.92250813,0.62407132,4.14323764,60.90835,Alto,372.0
16,16037,Huaniqueo,2631,35.488779,4.63702014,0.53414727,4.02888635,58.67246,Muy alto,108.0
16,16038,Huetamo,11568,22.35304303,2.93049793,0.76382258,2.07774219,60.71935,Alto,334.0
16,16039,Huiramba,2222,13.54635464,6.84068407,1.08450068,1.53015302,60.78606,Alto,352.0
16,16040,Indaparapeo,4623,14.8903842,3.48258706,0.89130435,2.7471339,61.12999,Alto,416.0
16,16041,Irimbo,4202,17.43272208,3.49833413,1.19531437,2.30842456,60.55598,Alto,307.0
16,16042,Ixtlán,3861,27.16912717,2.69360269,0.54587991,2.07200207,60.49407,Alto,296.0
16,16043,Jacona,17432,12.08747058,2.26594768,0.84623798,1.31435459,62.11985,Medio,604.0
16,16044,Jiménez,3959,23.11189694,2.37433695,0.60667341,3.15736297,60.63593,Alto,321.0
16,16045,Jiquilpan,10556,19.30655551,3.53353543,0.80875357,1.75255779,60.99674,Alto,391.0
16,16046,Juárez,4078,18.78371751,4.19323198,0.34516765,1.71652771,61.56267,Medio,488.0
16,16047,Jungapeo,5233,15.63156889,2.73265813,0.72741194,2.52245366,61.45244,Alto,472.0
16,16048,Lagunillas,1558,17.26572529,2.95250321,0.32133676,2.38402062,61.79884,Medio,537.0
16,16049,Madero,4766,13.70121695,4.90977759,1.32492114,2.11917751,60.62315,Alto,318.0
16,16050,Maravatío,22583,10.80829154,2.29376079,0.57274786,1.75633122,62.49977,Medio,685.0
16,16051,Marcos Castellanos,4171,9.673547768,1.58235435,1.15495669,2.54318618,61.76958,Medio,534.0
16,16052,Lázaro Cárdenas,54845,7.000876937,1.12134196,0.39899702,0.84532243,63.62242,Bajo,1103.0
16,16053,Morelia,248043,7.429776472,1.55940704,0.85344998,1.14621044,62.81578,Medio,781.0
16,16054,Morelos,2302,42.87576021,7.25456125,1.8728223,5.43006082,55.21853,Muy alto,18.0
16,16055,Múgica,12297,12.25254582,1.77279011,0.1792991,0.65056518,63.24778,Bajo,937.0
16,16056,Nahuatzen,7125,7.845614035,1.62807018,0.78928823,1.6,62.71468,Medio,747.0
16,16057,Nocupétaro,2168,23.43173432,4.65867159,0.69252078,0.96863469,60.69688,Alto,331.0
16,16058,Nuevo Parangaricutiro,4942,6.439854192,1.25455281,0.24340771,1.84135977,63.59271,Bajo,1092.0
16,16059,Nuevo Urecho,2615,12.77246654,1.83556405,0.34443169,1.26195029,62.79033,Medio,772.0
16,16060,Numarán,2389,16.36668062,2.3022185,0.37862852,1.29761406,62.24066,Medio,631.0
16,16061,Ocampo,5825,5.668155273,2.02575107,0.6879945,0.41201717,63.35903,Bajo,978.0
16,16062,Pajacuarán,5617,32.33042549,5.07388286,1.40212116,2.81439259,58.15493,Muy alto,78.0
16,16063,Panindícuaro,4157,27.09288299,1.82824152,2.80396423,2.16502285,57.65569,Muy alto,59.0
16,16064,Parácuaro,7061,10.52258887,2.73332389,0.62464509,1.0621725,62.58058,Medio,707.0
16,16065,Paracho,9351,8.229880137,2.08533847,1.11635895,1.61480056,62.15674,Medio,612.0
16,16066,Pátzcuaro,24608,9.905948455,2.1050065,0.93530469,1.28819896,62.28903,Medio,640.0
16,16067,Penjamillo,4825,33.02200083,2.52849741,0.51931865,3.73056995,59.42398,Alto,176.0
16,16068,Peribán,7799,4.55361724,1.56430312,0.74416218,1.23140072,63.26639,Bajo,941.0
16,16069,La Piedad,29877,13.54218964,3.46085618,1.30782679,1.8676574,60.98463,Alto,388.0
16,16070,Purépero,4532,15.00220946,2.44924978,1.17412494,1.69902913,61.21437,Alto,435.0
16,16071,Puruándiro,18413,22.03877695,4.93129854,0.96934052,4.03519253,59.59616,Alto,191.0
16,16072,Queréndaro,3569,14.20565985,3.41832446,0.33774275,1.82123844,62.20493,Medio,624.0
16,16073,Quiroga,7077,15.59983044,4.15430267,1.27370507,1.54020065,60.76316,Alto,345.0
16,16074,Cojumatlán de Régules,2989,23.7537638,2.64302442,0.0,1.73971228,61.70655,Medio,516.0
16,16075,Los Reyes,21215,9.535705868,1.01343389,0.30207203,1.21140702,63.37527,Bajo,987.0
16,16076,Sahuayo,20947,13.74122367,2.04325202,0.39829166,0.99388379,62.64618,Medio,726.0
16,16077,San Lucas,5142,23.50993377,2.50875146,1.51810043,2.18153487,59.63789,Alto,193.0
16,16078,Santa Ana Maya,3431,24.46777486,5.30457593,1.9005848,3.46837657,58.18342,Muy alto,80.0
16,16079,Salvador Escalante,11624,13.98830007,2.41741225,0.96802074,1.2818307,61.72345,Medio,520.0
16,16080,Senguio,5254,16.8443091,3.06433194,0.53506593,1.78911306,61.7116,Medio,517.0
16,16081,Susupuato,2392,21.36287625,7.60869565,0.83927822,2.67558528,59.75808,Alto,207.0
16,16082,Tacámbaro,20580,11.52575316,1.57434402,0.39935713,1.54631656,62.8281,Medio,783.0
16,16083,Tancítaro,8230,6.743620899,1.02065614,0.34042553,1.28797084,63.62391,Bajo,1105.0
16,16084,Tangamandapio,7408,11.16963803,2.65928726,0.63694268,1.45867099,62.39284,Medio,662.0
16,16085,Tangancícuaro,9633,19.90860941,2.49143569,1.98019802,2.71981729,59.29847,Alto,159.0
16,16086,Tanhuato,4347,16.563147,2.53048079,0.52995392,1.44927536,61.93735,Medio,567.0
16,16087,Taretan,4428,11.3775164,2.03252033,0.22624434,1.01902174,63.1397,Medio,897.0
16,16088,Tarímbaro,32868,9.231570562,1.63380796,1.67498545,0.92243059,61.57636,Medio,490.0
16,16089,Tepalcatepec,7552,23.72655938,5.15095339,0.56029883,1.97796363,60.47197,Alto,295.0
16,16090,Tingambato,3949,4.735376045,0.35452013,0.10131712,1.16485186,64.31934,Bajo,1531.0
16,16091,Tingüindín,4137,13.76390905,1.7887358,0.29105021,1.03940053,62.81616,Medio,782.0
16,16092,Tiquicheo de Nicolás Romero,3432,27.97202797,5.88578089,0.87412587,2.79965004,59.2151,Alto,149.0
16,16093,Tlalpujahua,7454,8.425006708,2.52213577,0.28203062,0.9390931,63.34368,Bajo,970.0
16,16094,Tlazazalca,2023,27.61009401,4.00395452,0.93919921,4.15224913,59.12236,Alto,144.0
16,16095,Tocumbo,3800,13.89473684,1.44736842,0.82010582,1.52631579,62.02916,Medio,581.0
16,16096,Tumbiscatío,1713,27.46931619,6.07122008,0.46920821,1.34660422,60.17629,Alto,255.0
16,16097,Turicato,7969,20.30367675,0.87840381,0.63997992,0.82820931,61.82003,Medio,541.0
16,16098,Tuxpan,7001,10.98414512,2.72818169,0.54433462,1.38630842,62.54418,Medio,697.0
16,16099,Tuzantla,3943,27.41116751,6.21354299,0.22918258,2.66497462,60.10888,Alto,247.0
16,16100,Tzintzuntzan,3784,10.09513742,1.55919662,1.0863805,1.47991543,62.10988,Medio,601.0
16,16101,Tzitzio,2212,22.78481013,6.91681736,3.90731486,1.76550475,55.92926,Muy alto,23.0
16,16102,Uruapan,93069,6.684416737,1.41507913,0.29535729,0.88245106,63.73407,Bajo,1159.0
16,16103,Venustiano Carranza,6581,26.95294655,4.31545358,0.53606984,3.70764322,59.79773,Alto,208.0
16,16104,Villamar,4547,39.12852113,5.71805586,1.72261484,2.99098307,56.78973,Muy alto,39.0
16,16105,Vista Hermosa,5417,16.83588702,1.47683219,0.11106997,1.23684696,62.6985,Medio,742.0
16,16106,Yurécuaro,8305,10.58398555,1.95063215,0.18102824,0.78266105,63.37027,Bajo,983.0
16,16107,Zacapu,20377,8.514501644,0.67232664,0.22657866,0.83918143,63.75445,Bajo,1176.0
16,16108,Zamora,58164,10.99965588,1.70724159,0.82637514,1.24868853,62.38625,Medio,661.0
16,16109,Zináparo,1028,25.43859649,2.91828794,0.29469548,2.14424951,60.96496,Alto,381.0
16,16110,Zinapécuaro,13430,22.22387726,2.91883842,0.35024965,1.56366344,61.42288,Alto,464.0
16,16111,Ziracuaretiro,4165,5.906362545,0.91236495,0.04805382,0.52821128,64.33433,Bajo,1548.0
16,16112,Zitácuaro,40295,6.174463333,1.12172726,0.12439358,0.67005832,64.12743,Bajo,1398.0
16,16113,José Sixto Verduzco,7221,21.65904999,3.94682177,0.40350633,2.46503254,60.99004,Alto,389.0
17,17001,Amacuzac,4956,19.39455096,3.32929782,0.42484321,1.35216953,61.63809,Medio,506.0
17,17002,Atlatlahucan,7126,7.996065205,0.94021892,0.63433888,1.99410195,62.9112,Medio,817.0
17,17003,Axochiapan,9636,12.99698952,1.25570776,0.3017062,2.29348277,62.63532,Medio,723.0
