cve_ent,cve_mun,nom_mun,viv_tot,viv_rem,viv_emig,viv_circ,viv_ret,iim_dp2,gim_dp2,pos_nal
1,1001,Aguascalientes,267588,5.082443285,1.30835463,0.68608579,0.79562704,63.44698,Bajo,1020.0
1,1002,Asientos,12916,15.04918287,6.03127903,1.42868235,1.47104367,60.31668,Alto,273.0
1,1003,Calvillo,15373,20.99785338,6.32277369,1.57609051,3.18090158,58.91333,Muy alto,130.0
1,1004,Cosío,3915,12.54150702,2.17113665,0.28226841,1.66028097,62.73023,Medio,754.0
1,1005,Jesús María,33465,6.3871778,1.01001046,0.34427015,0.59785371,63.85297,Bajo,1229.0
1,1006,Pabellón de Arteaga,11744,10.58412807,2.27350136,0.60564702,0.8770436,62.72944,Medio,753.0
1,1007,Rincón de Romos,13122,14.63953666,4.95351318,1.01234757,1.90519738,60.97809,Alto,387.0
1,1008,San José de Gracia,2346,16.62404092,5.45609548,0.94017094,1.96078431,60.74204,Alto,341.0
1,1009,Tepezalá,5357,13.53369423,2.35206272,1.51486815,1.19469853,61.09171,Alto,409.0
1,1010,El Llano,5008,18.05111821,10.26357827,2.24224224,2.47603834,57.88882,Muy alto,67.0
1,1011,San Francisco de los Romo,16928,6.120760959,1.48865784,0.34962963,0.96880907,63.6909,Bajo,1133.0
2,2001,Ensenada,140551,7.276798809,1.67768283,0.27416038,1.22157208,63.55429,Bajo,1076.0
2,2002,Mexicali,327511,4.867884811,1.27201834,0.24483284,0.94938547,64.01601,Bajo,1326.0
2,2003,Tecate,30271,5.698608402,1.47335734,0.21490445,2.04155793,63.62222,Bajo,1102.0
2,2004,Tijuana,565684,6.026260715,1.23903098,0.2918319,2.31537619,63.44798,Bajo,1021.0
2,2005,Playas de Rosarito,39312,12.61039859,1.41941392,0.04580502,3.27847907,62.71529,Medio,748.0
2,2006,San Quintín,35588,7.142857143,0.42430033,1.64123642,0.77835225,62.11077,Medio,603.0
3,3001,Comondú,22192,2.843366979,0.39203317,0.08116883,0.27496056,64.80383,Muy bajo,1935.0
3,3002,Mulegé,19324,1.618442964,0.50196647,0.11404282,0.28479702,64.87989,Muy bajo,2013.0
3,3003,La Paz,90871,1.664811979,0.4467872,0.17957673,0.30837344,64.79134,Muy bajo,1921.0
3,3008,Los Cabos,101114,2.695283254,0.23636687,0.13473751,0.6873057,64.66311,Muy bajo,1805.0
3,3009,Loreto,5728,2.707896576,0.43645251,0.0698324,0.41958042,64.78659,Muy bajo,1913.0
4,4001,Calkiní,15509,0.838222967,0.1031659,0.11612154,0.16764459,65.06855,Muy bajo,2211.0
4,4002,Campeche,84524,1.464373232,0.29459089,0.09596474,0.32909924,64.94507,Muy bajo,2089.0
4,4003,Carmen,72713,1.400024755,0.1554055,0.0,0.26405182,65.12089,Muy bajo,2259.0
4,4004,Champotón,21878,3.73571102,1.00557638,0.49003893,0.45708017,64.00631,Bajo,1319.0
4,4005,Hecelchakán,8301,0.650524033,0.24093483,0.0,0.0,65.26556,Muy bajo,2401.0
4,4006,Hopelchén,9829,0.325567199,0.1220877,0.05093206,0.22382745,65.19453,Muy bajo,2329.0
4,4007,Palizada,2607,0.422751729,0.1150748,0.0,0.0,65.31359,Muy bajo,2431.0
4,4008,Tenabo,3073,0.455580866,0.13016596,0.06508298,0.06508298,65.20352,Muy bajo,2340.0
4,4009,Escárcega,17121,5.940073594,1.10390748,0.22257365,1.1272706,63.90164,Bajo,1252.0
4,4010,Calakmul,8500,5.746585021,0.49411765,0.0,0.70588235,64.43919,Muy bajo,1638.0
4,4011,Candelaria,13379,2.874681839,0.73249122,0.31425365,0.65061322,64.33046,Bajo,1543.0
4,4012,Seybaplaya,4249,0.0,0.0,0.0,0.0,,Nulo,
5,5001,Abasolo,366,18.03278689,2.45901639,0.54644809,2.45901639,61.47898,Alto,477.0
5,5002,Acuña,46298,6.028338157,1.14043803,0.10616861,1.75169554,63.8653,Bajo,1238.0
5,5003,Allende,6839,6.068138617,1.59380026,0.27896051,0.7749671,63.82545,Bajo,1213.0
5,5004,Arteaga,8642,2.231779612,0.45128442,0.41714948,0.52258739,64.3533,Bajo,1568.0
5,5005,Candela,474,5.285412262,1.26582278,0.42283298,0.21097046,63.93937,Bajo,1275.0
5,5006,Castaños,8276,4.291586074,0.88206863,0.37503024,0.76123731,64.03074,Bajo,1332.0
5,5007,Cuatro Ciénegas,3831,3.393369877,0.86139389,0.23510972,0.31323414,64.44602,Muy bajo,1642.0
5,5008,Escobedo,907,22.29580574,5.07166483,0.11061947,1.54525386,61.36209,Alto,454.0
5,5009,Francisco I. Madero,15906,5.88457186,0.87388407,0.29596977,0.23261662,64.09919,Bajo,1379.0
5,5010,Frontera,22929,3.566595364,0.30965153,0.11791938,0.18753544,64.71067,Muy bajo,1849.0
5,5011,General Cepeda,3473,1.822916667,0.43190325,0.08645533,0.20172911,64.92779,Muy bajo,2070.0
5,5012,Guerrero,529,7.561436673,0.75614367,0.0,1.32325142,64.01372,Bajo,1324.0
5,5013,Hidalgo,496,6.85483871,0.60483871,0.40322581,1.61290323,63.51047,Bajo,1054.0
5,5014,Jiménez,2823,10.54324518,3.43606093,0.35612536,1.2398158,62.76058,Medio,763.0
5,5015,Juárez,488,16.39344262,5.73770492,0.41067762,2.04918033,61.39206,Alto,459.0
5,5016,Lamadrid,553,3.074141049,0.90415913,0.0,0.54347826,64.72095,Muy bajo,1857.0
5,5017,Matamoros,31548,6.006215513,0.96361101,0.56308456,0.54520096,63.63154,Bajo,1111.0
5,5018,Monclova,69350,3.568027702,0.83201154,0.19931539,0.36632678,64.46338,Muy bajo,1659.0
5,5019,Morelos,2296,7.749562172,1.91637631,0.17444396,1.70008718,63.45711,Bajo,1025.0
5,5020,Múzquiz,20934,12.12005353,1.85822108,0.24427627,1.4718532,62.93518,Medio,829.0
5,5021,Nadadores,1981,4.244567964,0.30287733,0.10095911,0.20191822,64.6521,Muy bajo,1796.0
5,5022,Nava,9448,5.744568098,1.18543607,0.0847009,1.12240576,64.0928,Bajo,1374.0
5,5023,Ocampo,2643,2.610669694,0.5297011,0.11359334,0.0,64.84031,Muy bajo,1967.0
5,5024,Parras,12670,1.475927388,0.24467245,0.05528353,0.05524862,65.08179,Muy bajo,2219.0
5,5025,Piedras Negras,52221,7.804083198,1.84791559,0.11118566,1.43508584,63.61936,Bajo,1101.0
5,5026,Progreso,981,10.60142712,1.42711519,0.10204082,1.22574055,63.44011,Bajo,1019.0
5,5027,Ramos Arizpe,34123,1.58076006,0.55387862,0.25262168,0.27363404,64.69598,Muy bajo,1835.0
5,5028,Sabinas,20712,5.965607188,0.86906141,0.10621862,0.84974894,64.16938,Bajo,1434.0
5,5029,Sacramento,724,3.453038674,0.13812155,0.13812155,0.55248619,64.62576,Muy bajo,1774.0
5,5030,Saltillo,242886,1.173960328,0.48335433,0.23762082,0.14476376,64.81049,Muy bajo,1942.0
5,5031,San Buenaventura,7581,4.564041683,1.05526975,0.34296267,0.89697929,63.97394,Bajo,1295.0
5,5032,San Juan de Sabinas,13165,7.677689092,1.16976833,0.1142074,0.36460311,64.04402,Bajo,1343.0
5,5033,San Pedro,26421,4.451004882,1.01812952,0.40570259,0.42012036,64.04297,Bajo,1342.0
5,5034,Sierra Mojada,1909,1.206082853,0.62860136,0.0,0.7857517,64.9167,Muy bajo,2058.0
5,5035,Torreón,211995,4.189866172,0.86700158,0.14598747,0.34284581,64.46238,Muy bajo,1657.0
5,5036,Viesca,5423,8.588843738,0.92199889,0.33271719,1.10701107,63.48877,Bajo,1039.0
5,5037,Villa Unión,1866,15.21972133,2.57234727,0.21505376,1.87566988,62.38104,Medio,658.0
5,5038,Zaragoza,3898,12.21707819,3.69420215,0.49019608,3.43766034,61.73769,Medio,523.0
6,6001,Armería,8217,16.52449427,2.32444931,1.63594189,1.71679045,60.44806,Alto,292.0
6,6002,Colima,50075,5.989016475,1.35197204,0.61806181,1.36195706,63.2676,Bajo,942.0
6,6003,Comala,6414,11.07293456,1.80854381,1.74008465,2.21528861,60.89014,Alto,367.0
6,6004,Coquimatlán,6171,11.50542862,1.84735051,1.15899445,1.53945876,61.78549,Medio,536.0
6,6005,Cuauhtémoc,9190,5.810663765,1.52339499,0.69907155,1.27312296,63.17647,Medio,910.0
6,6006,Ixtlahuacán,1706,16.9800235,2.40328253,1.94690265,2.52051583,59.75007,Alto,202.0
6,6007,Manzanillo,59750,3.924131229,0.39330544,0.34243126,0.39016059,64.30344,Bajo,1522.0
6,6008,Minatitlán,2993,7.658862876,1.53691948,0.76923077,0.73504845,63.01803,Medio,853.0
6,6009,Tecomán,32821,9.704564164,1.8220042,0.94483855,1.26138753,62.35613,Medio,653.0
6,6010,Villa de Álvarez,48590,6.890306647,1.22864787,0.35720923,0.98168347,63.63377,Bajo,1112.0
7,7001,Acacoyagua,4381,5.204291258,2.19128053,0.04577707,0.75376884,64.13415,Bajo,1403.0
7,7002,Acala,5327,1.052829479,0.09386146,0.0,0.07508917,65.22389,Muy bajo,2362.0
7,7003,Acapetahua,7527,4.756210974,1.03626943,0.12,0.55828792,64.34233,Bajo,1554.0
7,7004,Altamirano,8216,1.460564752,0.1338851,0.07308161,0.35296981,64.99684,Muy bajo,2144.0
7,7005,Amatán,5766,0.989068194,0.29483177,0.0,0.06937218,65.19801,Muy bajo,2333.0
7,7006,Amatenango de la Frontera,7636,7.752750131,2.86799371,0.69562935,2.02985856,62.51473,Medio,688.0
7,7007,Amatenango del Valle,2571,0.2722676,0.11668611,0.03891051,0.0,65.27944,Muy bajo,2411.0
7,7008,Ángel Albino Corzo,7287,3.691505421,1.16646082,0.19236054,0.30190751,64.41822,Muy bajo,1622.0
7,7009,Arriaga,12608,4.465418782,0.95177665,0.0,0.3965736,64.59317,Muy bajo,1755.0
7,7010,Bejucal de Ocampo,1576,7.296954315,4.25126904,0.6984127,2.15736041,62.28862,Medio,639.0
7,7011,Bella Vista,4537,8.17720961,2.77716553,0.0,0.77143487,63.7456,Bajo,1167.0
7,7012,Berriozábal,16767,1.044339679,0.16699469,0.29838277,0.0,64.84038,Muy bajo,1968.0
7,7013,Bochil,8229,2.090168915,1.62838741,0.29165148,0.0,64.47564,Muy bajo,1667.0
7,7014,El Bosque,5046,3.212373587,2.04122077,0.33716779,0.47571853,64.08318,Bajo,1372.0
7,7015,Cacahoatán,11949,3.305715959,0.45192066,0.08380825,0.07532011,64.79205,Muy bajo,1922.0
7,7016,Catazajá,4670,1.862955032,0.34261242,0.06433626,0.19271949,64.97025,Muy bajo,2114.0
7,7017,Cintalapa,21613,1.253874983,0.54134086,0.11123471,0.15268588,64.95535,Muy bajo,2097.0
7,7018,Coapilla,2341,4.27167877,2.60572405,0.17123288,0.93976933,63.95315,Bajo,1285.0
7,7019,Comitán de Domínguez,43609,2.045449334,0.41734504,0.0688895,0.24306909,64.91634,Muy bajo,2057.0
7,7020,La Concordia,12526,3.323214571,1.03784129,0.24798016,0.47900367,64.36067,Bajo,1573.0
7,7021,Copainalá,5825,2.884120172,1.16738197,0.06885867,0.32618026,64.66684,Muy bajo,1809.0
7,7022,Chalchihuitán,4816,0.623182385,0.16611296,0.06239601,0.12458472,65.16504,Muy bajo,2306.0
7,7023,Chamula,22652,2.521527931,1.52304432,0.28299801,0.56958672,64.29777,Bajo,1519.0
7,7024,Chanal,2194,1.099404489,0.45578851,0.0,0.13673655,65.13875,Muy bajo,2280.0
7,7025,Chapultenango,1717,1.106581246,0.17472335,0.0,0.23296447,65.15995,Muy bajo,2302.0
7,7026,Chenalhó,9531,0.881612091,0.22033365,0.07347539,0.08393663,65.12257,Muy bajo,2263.0
7,7027,Chiapa de Corzo,29081,1.602916896,0.35418314,0.0,0.03094804,65.12767,Muy bajo,2272.0
7,7028,Chiapilla,1648,0.546116505,0.06067961,0.0,0.0,65.3088,Muy bajo,2430.0
7,7029,Chicoasén,1500,0.6,0.13333333,0.0,0.26666667,65.21613,Muy bajo,2354.0
7,7030,Chicomuselo,8947,8.002682463,3.48720241,0.3599955,1.06180843,63.08855,Medio,880.0
7,7031,Chilón,25775,0.403491756,0.11639185,0.0,0.05819593,65.29946,Muy bajo,2423.0
7,7032,Escuintla,8299,6.771900229,1.33751054,0.33881897,0.95192192,63.661,Bajo,1125.0
7,7033,Francisco León,1456,1.03021978,1.23626374,0.41237113,0.34340659,64.41164,Muy bajo,1615.0
7,7034,Frontera Comalapa,18659,7.374457366,2.54568841,0.68824605,1.5220537,62.76455,Medio,765.0
7,7035,Frontera Hidalgo,3763,4.597395695,0.79723625,0.0,0.21259633,64.65571,Muy bajo,1800.0
7,7036,La Grandeza,1552,5.154639175,4.05927835,3.42820181,1.41752577,59.18162,Alto,148.0
7,7037,Huehuetán,9706,5.298969072,0.79332372,0.05188337,0.48453608,64.43197,Muy bajo,1630.0
7,7038,Huixtán,5019,0.598205384,0.0,0.0,0.19924288,65.25811,Muy bajo,2395.0
7,7039,Huitiupán,6081,1.989804309,0.60845256,0.0,0.49333991,64.91095,Muy bajo,2053.0
7,7040,Huixtla,14257,3.683952003,0.79259311,0.13358644,0.96093147,64.37859,Bajo,1591.0
7,7041,La Independencia,11236,2.153791385,0.74759701,0.0,0.5250979,64.85916,Muy bajo,1993.0
7,7042,Ixhuatán,2582,0.930232558,0.07745933,0.0,0.116189,65.22946,Muy bajo,2367.0
7,7043,Ixtacomitán,2674,0.822737472,0.18698579,0.0,0.07479432,65.23434,Muy bajo,2375.0
7,7044,Ixtapa,6444,6.114214773,0.0,0.0,0.0,64.67802,Muy bajo,1818.0
7,7045,Ixtapangajoya,1534,2.086049544,0.65189048,0.0,0.19556714,64.97485,Muy bajo,2121.0
7,7046,Jiquipilas,10992,1.801310044,0.50946143,0.0,0.33660844,64.99323,Muy bajo,2140.0
7,7047,Jitotol,5428,0.77376566,0.38688283,0.09211496,0.0,65.10487,Muy bajo,2242.0
7,7048,Juárez,5876,1.616746086,0.30633084,0.0,0.1701838,65.09579,Muy bajo,2231.0
7,7049,Larráinzar,6018,1.628447989,1.16317714,0.74850299,0.06646726,63.98984,Bajo,1306.0
7,7050,La Libertad,1634,0.795593635,0.0,0.0,0.0,65.29058,Muy bajo,2416.0
7,7051,Mapastepec,12831,8.136544307,1.53534409,0.18829437,0.24939599,63.86228,Bajo,1235.0
7,7052,Las Margaritas,25651,3.508635141,2.4326537,0.02730535,0.25729991,64.4495,Muy bajo,1647.0
7,7053,Mazapa de Madero,1730,8.092485549,2.3699422,0.23161552,1.21387283,63.39854,Bajo,996.0
7,7054,Mazatán,7928,4.315457413,0.50454087,0.0,0.16397578,64.75236,Muy bajo,1878.0
7,7055,Metapa,1533,4.892367906,0.91324201,0.0,0.52185258,64.51596,Muy bajo,1695.0
7,7056,Mitontic,2712,0.442641092,0.03687316,0.03687316,0.11066027,65.24567,Muy bajo,2387.0
7,7057,Motozintla,17391,5.608605614,2.53004428,0.4438552,1.05801852,63.42079,Bajo,1006.0
7,7058,Nicolás Ruíz,1046,0.478011472,0.0,0.0,0.0,65.32716,Muy bajo,2442.0
7,7059,Ocosingo,46114,1.116797502,0.33178644,0.18457396,0.04770785,64.94003,Muy bajo,2085.0
7,7060,Ocotepec,2928,7.721216262,6.18169399,0.1369394,0.17076503,63.19462,Bajo,917.0
7,7061,Ocozocoautla de Espinosa,23710,0.848996832,0.35428089,0.08015525,0.06748208,65.09889,Muy bajo,2235.0
7,7062,Ostuacán,4427,2.056962025,0.94872374,0.24881249,0.27106393,64.57846,Muy bajo,1744.0
7,7063,Osumacinta,1040,1.153846154,0.09615385,0.0,0.09615385,65.20602,Muy bajo,2345.0
7,7064,Oxchuc,10099,0.653530052,0.08911773,0.01980786,0.0,65.26544,Muy bajo,2400.0
7,7065,Palenque,33604,1.068897755,0.13391263,0.05365447,0.16962266,65.11831,Muy bajo,2257.0
7,7066,Pantelhó,4930,0.813338756,0.60851927,0.20288091,0.14201664,64.87682,Muy bajo,2011.0
7,7067,Pantepec,2937,0.851208716,0.95335376,0.20449898,0.20429009,64.79334,Muy bajo,1924.0
7,7068,Pichucalco,8510,1.857730747,0.21151586,0.17642908,0.44653349,64.77574,Muy bajo,1902.0
7,7069,Pijijiapan,15251,6.57006098,1.73759098,0.05928073,0.75404891,64.03759,Bajo,1337.0
7,7070,El Porvenir,2370,3.206751055,0.84388186,0.33812342,0.25316456,64.35164,Bajo,1566.0
7,7071,Villa Comaltitlán,7642,5.565012439,0.91599058,0.14428122,0.74587804,64.18609,Bajo,1442.0
7,7072,Pueblo Nuevo Solistahuacán,6429,2.239850677,1.5087883,0.37354086,0.40441748,64.25931,Bajo,1492.0
7,7073,Rayón,2497,0.281463611,0.24028835,0.0,0.20024029,65.25269,Muy bajo,2392.0
7,7074,Reforma,12716,1.810881033,0.71563385,0.07877738,0.0,64.94603,Muy bajo,2090.0
7,7075,Las Rosas,7163,1.340220578,0.55842524,0.08393956,0.19544883,64.96652,Muy bajo,2109.0
7,7076,Sabanilla,7197,0.222314853,0.06947339,0.0,0.05561735,65.32916,Muy bajo,2444.0
7,7077,Salto de Agua,14011,0.863607166,0.26407822,0.0,0.03568625,65.22712,Muy bajo,2364.0
7,7078,San Cristóbal de las Casas,53998,1.766495955,0.36668025,0.26311401,0.05007326,64.75515,Muy bajo,1881.0
7,7079,San Fernando,10592,0.897920605,0.18882175,0.0,0.09446439,65.21992,Muy bajo,2356.0
7,7080,Siltepec,5292,3.892668178,1.96523054,0.47348485,0.47241119,63.83953,Bajo,1221.0
7,7081,Simojovel,10698,1.093662367,0.76649841,0.05611672,0.0,65.04964,Muy bajo,2190.0
7,7082,Sitalá,3224,0.837988827,0.03101737,0.0,0.0,65.28033,Muy bajo,2412.0
7,7083,Socoltenango,5174,4.252029378,0.25125628,0.11603172,0.40587553,64.58383,Muy bajo,1750.0
7,7084,Solosuchiapa,2053,0.681928885,0.09741841,0.0,0.0,65.2868,Muy bajo,2414.0
7,7085,Soyaló,2649,0.641751604,0.30200076,0.07561437,0.0,65.15649,Muy bajo,2294.0
7,7086,Suchiapa,6262,0.431654676,0.06387736,0.07989773,0.14388489,65.17643,Muy bajo,2315.0
7,7087,Suchiate,11129,6.325815437,0.9165244,0.09011445,0.09884087,64.34892,Bajo,1564.0
7,7088,Sunuapa,561,2.852049911,0.53475936,0.0,0.53475936,64.81293,Muy bajo,1945.0
7,7089,Tapachula,95735,4.09114178,1.08633206,0.2837726,0.29874132,64.26667,Bajo,1499.0
7,7090,Tapalapa,1100,3.909090909,1.45454545,0.0911577,0.54545455,64.40895,Muy bajo,1612.0
7,7091,Tapilula,3515,0.39829303,0.056899,0.0,0.0,65.32648,Muy bajo,2441.0
7,7092,Tecpatán,5525,2.859728507,0.760181,0.0,0.90497738,64.67042,Muy bajo,1812.0
7,7093,Tenejapa,9225,0.910569106,0.09756098,0.01084246,0.0650477,65.22815,Muy bajo,2366.0
7,7094,Teopisca,11574,1.642178047,0.3283221,0.08646031,0.06912044,65.00329,Muy bajo,2155.0
7,7096,Tila,16740,0.382317802,0.0,0.0,0.04781257,65.32493,Muy bajo,2440.0
7,7097,Tonalá,26177,2.75050617,0.6035833,0.11135857,0.30943194,64.72861,Muy bajo,1861.0
7,7098,Totolapa,1731,0.0,0.0,0.0,0.0,,Nulo,
7,7099,La Trinitaria,21031,3.846702487,1.81161143,0.2574248,1.11739813,63.97703,Bajo,1299.0
7,7100,Tumbalá,7963,0.979653353,0.08790657,0.0,0.03767424,65.24372,Muy bajo,2384.0
7,7101,Tuxtla Gutiérrez,164252,1.069167073,0.21247839,0.12738854,0.16438156,65.0091,Muy bajo,2163.0
7,7102,Tuxtla Chico,10822,3.152736686,0.48050268,0.17587707,0.32341527,64.61483,Muy bajo,1766.0
7,7103,Tuzantán,7770,4.120525367,0.86229086,0.06447453,0.36036036,64.57359,Muy bajo,1740.0
7,7104,Tzimol,4676,3.165098375,1.41146279,0.34297964,0.91958939,64.06707,Bajo,1357.0
7,7105,Unión Juárez,3935,4.16772554,0.94027954,0.48630663,1.09275731,63.79664,Bajo,1199.0
7,7106,Venustiano Carranza,16127,1.248679878,0.11161406,0.0,0.06212338,65.20185,Muy bajo,2338.0
7,7107,Villa Corzo,16866,3.167823456,0.32609985,0.0594884,0.62878159,64.70838,Muy bajo,1847.0
7,7108,Villaflores,29336,1.421461685,0.50790837,0.15371477,0.04090537,64.91692,Muy bajo,2059.0
7,7109,Yajalón,7909,0.531309298,0.02528765,0.0,0.0,65.31664,Muy bajo,2434.0
7,7110,San Lucas,1778,0.506186727,0.11248594,0.05636979,0.0,65.23026,Muy bajo,2369.0
7,7111,Zinacantán,9103,0.571428571,0.07689773,0.05493902,0.05493902,65.21557,Muy bajo,2353.0
7,7112,San Juan Cancuc,6959,0.676258993,0.02873976,0.0,0.01437815,65.29536,Muy bajo,2420.0
7,7113,Aldama,1652,0.726392252,0.54479419,0.12128563,0.0,65.04459,Muy bajo,2184.0
7,7114,Benemérito de las Américas,5498,3.895158355,1.16405966,0.10926971,0.63705861,64.41166,Muy bajo,1616.0
7,7115,Maravilla Tenejapa,2953,3.860480867,2.70910938,0.03395586,0.54182188,64.2735,Bajo,1504.0
7,7116,Marqués de Comillas,2770,3.104693141,0.50541516,0.0,0.14440433,64.89708,Muy bajo,2028.0
7,7117,Montecristo de Guerrero,1811,6.073992269,3.47874103,0.4454343,1.49088901,63.08084,Medio,876.0
7,7118,San Andrés Duraznal,1312,2.059496568,1.67682927,0.0,0.15243902,64.81231,Muy bajo,1944.0
7,7119,Santiago el Pinar,911,1.536772777,0.43907794,0.43907794,0.21953897,64.49057,Muy bajo,1677.0
7,7120,Capitán Luis Ángel Vidal,805,4.223602484,3.72670807,0.0,0.2484472,64.18138,Bajo,1441.0
7,7121,Rincón Chamula San Pedro,1876,2.292110874,0.69296375,0.0,0.31982942,64.90957,Muy bajo,2050.0
7,7122,El Parral,4200,0.642857143,0.14285714,0.0,0.28571429,65.20426,Muy bajo,2343.0
7,7123,Emiliano Zapata,2833,0.635368867,0.21178962,0.0,0.0,65.27235,Muy bajo,2405.0
7,7124,Mezcalapa,5953,2.956492525,1.394255,0.08406187,0.52074584,64.54529,Muy bajo,1717.0
7,7125,Honduras de la Sierra,2233,0.0,0.0,0.0,0.0,,Nulo,
8,8001,Ahumada,4391,4.974897307,0.70598952,0.29633007,0.18235696,64.24649,Bajo,1486.0
8,8002,Aldama,7832,9.908069459,2.31103166,0.52496799,1.41816788,62.75703,Medio,761.0
8,8003,Allende,2716,6.376704755,0.77319588,0.0,0.7371913,64.30959,Bajo,1527.0
8,8004,Aquiles Serdán,7265,4.985378081,0.4955265,0.1651755,0.28905712,64.42476,Muy bajo,1626.0
8,8005,Ascensión,7983,7.487771228,1.66604034,0.45118436,2.40812743,62.9703,Medio,842.0
8,8006,Bachíniva,2029,11.82848694,3.44997536,0.49382716,1.33201776,62.4034,Medio,668.0
8,8007,Balleza,4305,5.319396051,0.85946574,0.30239591,0.60451058,64.05528,Bajo,1352.0
8,8008,Batopilas de Manuel Gómez Morín,2819,0.85166785,0.17736786,0.0,0.10649627,65.22389,Muy bajo,2363.0
8,8009,Bocoyna,7837,2.475437029,0.15311982,0.0,0.08931989,65.04584,Muy bajo,2185.0
8,8010,Buenaventura,7803,8.740228117,1.21748046,0.20504934,1.26874279,63.54333,Bajo,1069.0
8,8011,Camargo,16043,4.425606183,0.48619336,0.25556317,0.31789566,64.36392,Bajo,1579.0
8,8012,Carichí,2228,6.331387517,1.57091562,0.26954178,0.94339623,63.76482,Bajo,1181.0
8,8013,Casas Grandes,3759,11.12886049,3.48496941,0.58713638,1.56956637,62.28932,Medio,642.0
8,8014,Coronado,672,15.77380952,3.57142857,0.5988024,2.38095238,61.4992,Medio,480.0
8,8015,Coyame del Sotol,466,15.68627451,0.8583691,0.0,1.29589633,63.06783,Medio,869.0
8,8016,La Cruz,1165,14.00343643,3.00429185,0.68787618,0.94420601,62.08222,Medio,592.0
8,8017,Cuauhtémoc,56491,6.878401604,2.29063037,0.40039862,1.01570532,63.38492,Bajo,991.0
8,8018,Cusihuiriachi,1673,8.069336521,2.57023311,0.119976,1.37477585,63.46883,Bajo,1029.0
8,8019,Chihuahua,300484,4.698977976,1.78179204,0.4854045,0.68423594,63.70407,Bajo,1141.0
8,8020,Chínipas,1833,0.981996727,0.10911075,0.16366612,0.0,65.03485,Muy bajo,2180.0
8,8021,Delicias,46431,7.54452844,1.89313174,0.58533846,0.72796192,63.21344,Bajo,922.0
8,8022,Dr. Belisario Domínguez,957,19.51731375,1.77638454,0.94043887,2.94117647,60.77423,Alto,349.0
8,8023,Galeana,1848,11.15926327,3.08441558,0.37878788,2.27272727,62.43453,Medio,675.0
8,8024,Santa Isabel,1298,11.79645335,4.85362096,0.77160494,2.00462606,61.61207,Medio,502.0
8,8025,Gómez Farías,2500,17.0,3.0,0.0,2.36,62.2507,Medio,635.0
8,8026,Gran Morelos,911,16.72167217,2.96377607,0.54945055,1.64835165,61.76322,Medio,530.0
8,8027,Guachochi,13563,0.700435007,0.302293,0.213817,0.176952,64.9188,Muy bajo,2061.0
8,8028,Guadalupe,1321,5.75321726,2.27100681,0.37936267,0.45420136,63.70117,Bajo,1139.0
8,8029,Guadalupe y Calvo,12455,1.205012853,0.1926937,0.0,0.06423123,65.19225,Muy bajo,2327.0
8,8030,Guazapares,2173,0.920386562,0.46019328,0.0,0.13805798,65.15824,Muy bajo,2296.0
8,8031,Guerrero,11651,12.8143507,0.93554201,0.27586207,1.65750601,62.92204,Medio,821.0
8,8032,Hidalgo del Parral,34570,4.627323797,1.38559445,0.31596035,0.52384811,64.04835,Bajo,1349.0
8,8033,Huejotitán,284,15.14084507,1.05633803,3.5335689,0.35211268,58.70822,Muy alto,114.0
8,8034,Ignacio Zaragoza,1928,20.69502075,3.99377593,1.25130344,3.26763485,59.75498,Alto,206.0
8,8035,Janos,3250,4.742839544,0.92307692,0.09239298,1.23076923,64.21347,Bajo,1462.0
8,8036,Jiménez,11633,5.828247228,0.82523855,0.23233801,0.69629502,64.06936,Bajo,1359.0
8,8037,Juárez,441262,4.458424881,1.19475504,0.43623026,1.22791846,63.74752,Bajo,1170.0
8,8038,Julimes,1624,10.11097411,0.55418719,0.12315271,1.23152709,63.61843,Bajo,1100.0
8,8039,López,1289,16.05896043,1.6291699,0.15515904,1.93948798,62.50889,Medio,686.0
8,8040,Madera,8255,11.21381659,3.48879467,0.89838533,0.9812235,62.03233,Medio,582.0
8,8041,Maguarichi,452,0.221238938,0.0,0.0,0.0,65.35673,Muy bajo,2455.0
8,8042,Manuel Benavides,471,15.71125265,1.06157113,0.0,0.21367521,63.32961,Bajo,964.0
8,8043,Matachí,988,17.22391084,4.048583,0.40609137,1.92307692,61.62998,Medio,505.0
8,8044,Matamoros,1373,14.85797524,2.91332848,0.14577259,1.01966497,62.69198,Medio,740.0
8,8045,Meoqui,13843,9.311565412,2.34775699,0.3760214,1.85653399,62.8939,Medio,811.0
8,8046,Morelos,1871,0.748663102,0.48102619,0.05344735,0.0,65.14233,Muy bajo,2282.0
8,8047,Moris,1357,1.105379514,0.36845984,0.14738394,0.0,64.99714,Muy bajo,2145.0
8,8048,Namiquipa,7786,12.98484459,3.9686617,0.84963955,1.72103776,61.60439,Medio,500.0
8,8049,Nonoava,842,5.106888361,1.18764846,0.83333333,2.01900238,62.93235,Medio,828.0
8,8050,Nuevo Casas Grandes,20674,11.12294804,2.86350005,1.04247857,2.3665489,61.57767,Medio,491.0
8,8051,Ocampo,2348,0.897435897,0.08517888,0.0,0.1707213,65.2168,Muy bajo,2355.0
8,8052,Ojinaga,8005,11.63140103,1.33666458,0.06270379,1.29056509,63.37095,Bajo,984.0
8,8053,Praxedis G. Guerrero,1688,7.947805457,0.23696682,0.0,1.60332542,63.98155,Bajo,1303.0
